JOA Make-Whole Credits
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:51 AM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4000.09,2375.22,2375.23,2375.24,2375.05,4000.07
Customer ID,Customer Code,Date,Transaction ID,Total RT Transaction MWh (MW),Total RT Offer ($),Total RT Value ($),JOA Make-Whole Credit ($),Version
End of Report
