Operating Reserve Generator Credit Details
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:23 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4000.63,4000.64,3000.80,3014.26,3014.01,3014.02,3014.25,3014.03,3014.04,3014.05,3014.06,3014.07,3014.08,3014.09,3014.10,3014.11,3014.12,3014.13,3014.14,3014.15,3014.16,3014.17,3014.18,3014.19,3014.20,3014.21,3014.22,3014.23,3014.24,3014.27,4000.07
Customer ID,Customer Code,Date,Unit ID,Unit Name,Unit Ownership Share,Data Label,EPT HE 01,EPT HE 02,EPT HE 02*,EPT HE 03,EPT HE 04,EPT HE 05,EPT HE 06,EPT HE 07,EPT HE 08,EPT HE 09,EPT HE 10,EPT HE 11,EPT HE 12,EPT HE 13,EPT HE 14,EPT HE 15,EPT HE 16,EPT HE 17,EPT HE 18,EPT HE 19,EPT HE 20,EPT HE 21,EPT HE 22,EPT HE 23,EPT HE 24,Total,Version
End of Report
