ARR Target Credits
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:53 AM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4000.55,4000.56,4000.32,4000.21,4000.23,3000.54,2510.11,3000.82,2510.12,2510.01,4000.07
Customer ID,Customer Code,Date,ARR ID,ARR Type,Zone,Sink PNODE Name,Source PNODE Name,ARR MW,ARR Rate ($/MW per day),ARR Ownership Share,ARR Total Target Credit ($),ARR Target Credit ($),Version
End of Report
