Meter Correction Charge Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:06 PM
Start Month:,"February, 2018",End Month:,"February, 2018"
4000.01,4000.02,4000.03,4000.98,1250.11,1250.12,1250.13,1250.01,4000.07
Customer ID,Customer Code,Month,Counter Party,Total Correction (MWh),Participant Correction Share (MWh),Meter Correction Rate ($/MWh),Meter Correction Charge ($),Version
End of Report
