Generator Portfolio Credit Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:19 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,2370.01,2370.02,2375.01,2375.02,2375.03,2375.04,2377.01,2377.02,2378.01,2378.02,2378.03,2378.04,2340.03,2340.04,2340.02,2360.01,2360.02,2360.03,2365.01,2362.01,2362.02,4000.07
Customer ID,Customer Code,Date,DA Operating Reserve Generator Credit ($),DA Operating Reserve Transaction Credit ($),Bal Operating Reserve Generator Credit ($),Bal Operating Reserve Startup Cancellation Credit ($),Bal Operating Reserve Lost Opportunity Cost Credit ($),Bal Operating Reserve Transaction Credit ($),Synchronous Condensing Credit ($),Synchronous Condensing Lost Opportunity Cost Credit ($),Reactive Services Generator Credit ($),Reactive Services Lost Opportunity Cost Credit ($),Reactive Services Condensing Credit ($),Reactive Services Condensing Lost Opportunity Cost Credit ($),Reg RMCCP Credit ($),Reg RMPCP Credit ($),Reg Lost Opportunity Cost Credit ($),Synch Reserve Tier 1 Credit ($),Synch Reserve SRMCP Credit ($),Synch Reserve Lost Opportunity Cost Credit ($),DASR Credit ($),Non-Synch Reserve NSRMCP Credit  ($),Non-Synch Reserve Lost Opportunity Cost Credit  ($),Version
End of Report
