Day-Ahead Scheduling Reserve Credits
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:45 AM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.05,4000.06,4000.63,4000.64,3000.84,2365.12,2365.13,2365.14,2365.15,2365.16,2365.17,4000.07
Customer ID,Customer Code,EPT Hour Ending,GMT Hour Ending,Unit ID,Unit Name,Unit Ownership Share,DASRMCP ($/MWh),Cleared DASR MWh,DASR Credit ($),DASR Offer ($),DASR Opportunity Cost ($),DASR Operating Reserve Offset ($),Version
End of Report
