Schedule 10 Michigan - Ontario PAR Charges
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:24 PM
Start Month:,"February, 2018",End Month:,"February, 2018"
4000.01,4000.02,4000.03,1911.10,3001.43,3012.27,3001.55,1911.01,4000.07
Customer ID,Customer Code,Month,Total Michigan - Ontario PAR Charge ($),Total PJM RT Load with Losses MWh,Rate,RT Load with Losses MWh,Michigan - Ontario PAR Charge ($),Version
End of Report
