Balancing Operating Reserve Load Reconciliation Charge Summary
Customer Account:,"Tidal Energy Marketing Inc.",Report Creation Timestamp (EPT):,03/26/2018 11:59:45 AM
Start Billing Month:,"February, 2018",End Billing Month:,"February, 2018"
4000.01,4000.02,4000.03,4000.04,4000.80,1478.11,1478.12,1478.01,4000.07
Customer ID,Customer Code,Billing Month,Date,Bal Operating Reserve Region Name,Load Reconciliation Energy (MWh),Bal OpRes for Reliability Load Reconciliation Billing Determinant ($/MWh),Bal OpRes for Reliability Load Reconciliation Charge ($),Version
End of Report
