Day-Ahead Operating Reserve for Negative Congestion Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:50 AM
Start Month:,"February, 2018",End Month:,"February, 2018"
4000.01,4000.02,4000.03,1370.3,1370.14,1370.15,1370.01,1370.02,4000.07
Customer ID,Customer Code,Month,Total Negative Excess Congestion ($),DA Load Plus Exports (MWh),Total PJM DA Load Plus Exports (MWh),DA Operating Reserve Charge ($),DA Operating Reserve Negative Congestion Charge ($),Version
End of Report
