EDC Account,EDC Account,AE,AE,VMEU,VMEU,AEPAPT,AEPAPT,AEPIMP,AEPIMP,AEPKPT,AEPKPT,AEPOPT,AEPOPT,AETSAP,AETSAP,BC,BC,COMED,COMED,DAYEDC,DAYEDC,DOMEDC,DOMEDC,DPL,DPL,EASTON,EASTON,DLCO,DLCO,JCBGS,JCBGS,MetEd,MetEd,PE,PE,PaElec,PaElec,PEPCO,PEPCO,SMECO,SMECO,PPL,PPL,UGI-UI,UGI-UI,PSEG,PSEG,RECO,RECO,OEEDC,OEEDC,PAPWR,PAPWR,DEOEDC,DEOEDC,EKPC,EKPC
Zone,Zone,AECO,AECO,AECO,AECO,AEP,AEP,AEP,AEP,AEP,AEP,AEP,AEP,APS,APS,BGE,BGE,COMED,COMED,DAY,DAY,DOM,DOM,DPL,DPL,DPL,DPL,DUQ,DUQ,JCPL,JCPL,METED,METED,PECO,PECO,PENELEC,PENELEC,PEPCO,PEPCO,PEPCO,PEPCO,PPL,PPL,PPL,PPL,PSEG,PSEG,RECO,RECO,ATSI,ATSI,ATSI,ATSI,DEOK,DEOK,EKPC,EKPC
NERC Region,NERC Region,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,SERC,SERC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,RFC,SERC,SERC
EPT Hour Ending,GMT Hour Ending,Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh),Load with Losses  (MWh),Load without Losses  (MWh)
02/04/2018 23,02/05/2018 04,994.249000000,976.331000000,67.994000000,66.766000000,5194.911000000,5054.011000000,3223.273000000,3138.073000000,797.992000000,781.592000000,6884.749000000,6692.849000000,6162.738000000,6026.938000000,3983.845000000,3908.518000000,12109.966000000,11804.766000000,2173.000000000,2113.600000000,12104.149000000,11917.749000000,2103.638000000,2046.207000000,34.871000000,33.900000000,1533.060000000,1519.660000000,2442.418000000,2406.557000000,1804.692000000,1746.982000000,4623.471000000,4557.879000000,2096.213000000,2015.040000000,3172.877000000,3124.346000000,504.187000000,496.673000000,4722.056000000,4587.998000000,134.607000000,131.562000000,4742.380000000,4682.464000000,151.664000000,149.987000000,7396.445000000,7260.245000000,573.509000000,563.209000000,3277.297000000,3234.497000000,1982.622000000,1934.522000000
02/04/2018 24,02/05/2018 05,969.806000000,952.782000000,66.737000000,65.554000000,5115.627000000,4977.027000000,3150.695000000,3066.595000000,808.591000000,792.391000000,6795.470000000,6605.370000000,6025.828000000,5893.828000000,3820.784000000,3753.913000000,11714.708000000,11421.308000000,2154.000000000,2096.500000000,11710.609000000,11529.909000000,2064.791000000,2009.437000000,32.939000000,32.100000000,1491.095000000,1477.795000000,2272.792000000,2240.832000000,1762.484000000,1708.120000000,4567.000000000,4503.525000000,2041.562000000,1964.076000000,3076.213000000,3031.734000000,476.839000000,470.086000000,4601.650000000,4474.724000000,128.371000000,125.541000000,4511.368000000,4458.495000000,138.673000000,137.269000000,7214.792000000,7085.692000000,585.621000000,575.621000000,3196.677000000,3154.777000000,1966.374000000,1918.974000000
02/05/2018 01,02/05/2018 06,916.116000000,899.776000000,63.079000000,61.894000000,5040.895000000,4911.395000000,3092.410000000,3014.710000000,827.497000000,811.997000000,6606.837000000,6430.337000000,5888.775000000,5768.075000000,3654.769000000,3592.882000000,11317.924000000,11024.124000000,2118.000000000,2063.600000000,11409.219000000,11240.019000000,1980.012000000,1926.896000000,31.643000000,30.800000000,1450.728000000,1437.928000000,2118.250000000,2087.871000000,1682.259000000,1634.131000000,4383.318000000,4320.632000000,1971.320000000,1895.470000000,2926.541000000,2883.551000000,449.609000000,443.154000000,4480.316000000,4358.185000000,120.381000000,117.756000000,4282.018000000,4229.411000000,128.683000000,127.294000000,7053.046000000,6928.946000000,574.304000000,564.404000000,3117.149000000,3076.149000000,1946.202000000,1899.602000000
02/05/2018 02,02/05/2018 07,877.925000000,862.822000000,61.394000000,60.253000000,5019.262000000,4906.062000000,3116.733000000,3048.233000000,828.830000000,814.830000000,6533.289000000,6381.289000000,5793.703000000,5686.703000000,3570.709000000,3511.973000000,11098.472000000,10808.672000000,2094.000000000,2043.500000000,11289.152000000,11135.252000000,1945.341000000,1894.074000000,31.426000000,30.600000000,1444.840000000,1432.740000000,2053.846000000,2025.000000000,1625.316000000,1578.947000000,4249.837000000,4191.725000000,1908.898000000,1839.693000000,2829.321000000,2790.408000000,437.669000000,431.827000000,4366.844000000,4250.592000000,115.537000000,113.107000000,4155.576000000,4105.941000000,124.717000000,123.522000000,6963.501000000,6844.701000000,591.140000000,581.640000000,3082.825000000,3043.725000000,1960.216000000,1913.716000000
02/05/2018 03,02/05/2018 08,865.599000000,850.859000000,60.780000000,59.756000000,5066.391000000,4957.291000000,3135.760000000,3069.560000000,853.758000000,840.258000000,6548.439000000,6403.039000000,5810.722000000,5709.422000000,3523.735000000,3465.648000000,10995.268000000,10708.868000000,2097.000000000,2048.000000000,11339.923000000,11192.123000000,1958.987000000,1906.918000000,31.923000000,31.100000000,1460.660000000,1448.760000000,2035.535000000,2007.632000000,1625.937000000,1579.392000000,4158.766000000,4102.748000000,1932.593000000,1864.708000000,2835.071000000,2796.889000000,438.964000000,433.201000000,4284.638000000,4170.142000000,113.205000000,110.815000000,4096.791000000,4048.206000000,123.816000000,122.652000000,6970.751000000,6852.351000000,590.845000000,581.545000000,3093.142000000,3055.142000000,2006.151000000,1958.151000000
02/05/2018 04,02/05/2018 09,868.487000000,853.433000000,61.067000000,60.020000000,5127.868000000,5018.368000000,3158.693000000,3092.493000000,865.291000000,851.391000000,6673.096000000,6526.596000000,5919.312000000,5817.712000000,3570.031000000,3508.411000000,10974.013000000,10695.913000000,2118.000000000,2068.700000000,11531.365000000,11381.065000000,1990.246000000,1935.084000000,33.243000000,32.300000000,1452.098000000,1440.198000000,2057.186000000,2028.135000000,1622.800000000,1575.327000000,4156.806000000,4099.593000000,1961.830000000,1896.876000000,2860.986000000,2821.454000000,450.126000000,444.033000000,4348.187000000,4232.473000000,113.767000000,111.335000000,4099.380000000,4049.687000000,123.664000000,122.459000000,7048.690000000,6927.790000000,591.780000000,581.980000000,3095.405000000,3056.705000000,2014.190000000,1963.490000000
02/05/2018 05,02/05/2018 10,891.310000000,876.049000000,63.359000000,62.200000000,5309.530000000,5194.030000000,3261.756000000,3192.756000000,895.175000000,880.375000000,6834.137000000,6681.437000000,6103.379000000,5997.379000000,3721.432000000,3654.357000000,11107.988000000,10826.588000000,2169.000000000,2117.300000000,12022.788000000,11863.888000000,2081.260000000,2021.174000000,34.349000000,33.400000000,1488.762000000,1476.662000000,2122.524000000,2092.439000000,1672.891000000,1624.465000000,4270.500000000,4212.945000000,2033.150000000,1967.213000000,2932.074000000,2890.821000000,478.596000000,472.027000000,4434.225000000,4318.783000000,115.914000000,113.474000000,4185.201000000,4133.564000000,126.248000000,125.033000000,7197.804000000,7071.004000000,620.685000000,610.085000000,3190.655000000,3150.455000000,2116.123000000,2062.123000000
02/05/2018 06,02/05/2018 11,944.632000000,929.036000000,69.229000000,68.075000000,5674.389000000,5543.789000000,3448.948000000,3370.348000000,938.349000000,921.749000000,7245.016000000,7073.016000000,6501.964000000,6381.864000000,3971.554000000,3900.503000000,11349.215000000,11048.315000000,2291.000000000,2230.800000000,12940.224000000,12753.324000000,2257.179000000,2189.673000000,36.942000000,35.800000000,1573.869000000,1561.469000000,2284.347000000,2255.363000000,1810.291000000,1761.717000000,4534.033000000,4476.193000000,2164.594000000,2093.596000000,3209.529000000,3163.377000000,514.489000000,507.314000000,4794.747000000,4675.397000000,125.329000000,122.707000000,4434.383000000,4382.996000000,134.270000000,132.989000000,7661.499000000,7518.399000000,656.908000000,645.108000000,3406.957000000,3362.157000000,2211.040000000,2150.740000000
02/05/2018 07,02/05/2018 12,1041.327000000,1023.907000000,77.394000000,76.009000000,6110.895000000,5960.395000000,3735.867000000,3645.167000000,994.033000000,975.033000000,7763.796000000,7567.696000000,7011.685000000,6872.785000000,4304.662000000,4229.109000000,12178.495000000,11862.995000000,2497.000000000,2427.400000000,14146.614000000,13895.714000000,2496.236000000,2417.206000000,41.158000000,39.900000000,1688.805000000,1676.505000000,2536.535000000,2503.753000000,2001.517000000,1949.685000000,4944.196000000,4880.239000000,2408.203000000,2332.925000000,3593.155000000,3538.957000000,553.585000000,545.419000000,5301.361000000,5171.868000000,141.302000000,136.317000000,4882.187000000,4827.318000000,149.697000000,148.360000000,8274.118000000,8110.318000000,704.884000000,690.484000000,3693.862000000,3643.662000000,2382.079000000,2312.379000000
02/05/2018 08,02/05/2018 13,1067.580000000,1049.050000000,79.710000000,78.278000000,6468.668000000,6310.068000000,3892.344000000,3796.944000000,1040.955000000,1021.155000000,8098.924000000,7895.024000000,7345.273000000,7200.373000000,4504.381000000,4422.797000000,13223.382000000,12930.582000000,2633.000000000,2568.200000000,14710.299000000,14434.899000000,2567.214000000,2485.568000000,43.893000000,42.500000000,1755.468000000,1742.968000000,2689.511000000,2650.148000000,2120.447000000,2063.085000000,5221.185000000,5148.814000000,2522.739000000,2442.690000000,3806.055000000,3744.135000000,566.189000000,557.208000000,5687.975000000,5552.286000000,154.063000000,147.734000000,5172.154000000,5110.310000000,165.288000000,163.684000000,8711.742000000,8530.542000000,744.054000000,727.854000000,3868.041000000,3817.241000000,2432.099000000,2357.199000000
02/05/2018 09,02/05/2018 14,1031.389000000,1012.950000000,75.451000000,74.092000000,6531.079000000,6373.079000000,3969.313000000,3874.213000000,1050.971000000,1031.371000000,8189.756000000,7986.156000000,7461.164000000,7315.864000000,4528.869000000,4445.025000000,13648.824000000,13357.324000000,2677.000000000,2611.800000000,14274.633000000,14011.433000000,2514.698000000,2438.172000000,43.422000000,42.100000000,1782.481000000,1769.681000000,2709.980000000,2667.508000000,2176.044000000,2116.427000000,5308.091000000,5230.775000000,2540.093000000,2457.679000000,3833.341000000,3766.549000000,548.058000000,538.799000000,5894.757000000,5748.796000000,159.083000000,152.405000000,5269.228000000,5200.900000000,170.458000000,168.695000000,8773.540000000,8588.040000000,732.919000000,716.119000000,3906.015000000,3854.115000000,2433.021000000,2359.521000000
02/05/2018 10,02/05/2018 15,973.346000000,956.954000000,70.957000000,69.791000000,6428.045000000,6270.345000000,3876.895000000,3782.695000000,1041.336000000,1021.536000000,8075.095000000,7870.595000000,7366.353000000,7223.253000000,4401.441000000,4323.838000000,13774.888000000,13457.888000000,2667.000000000,2600.500000000,13548.872000000,13310.672000000,2419.665000000,2357.276000000,41.170000000,40.100000000,1785.640000000,1772.940000000,2649.309000000,2611.712000000,2189.123000000,2130.748000000,5328.233000000,5256.844000000,2562.963000000,2481.133000000,3741.381000000,3680.513000000,505.665000000,497.744000000,5856.666000000,5709.807000000,158.696000000,152.154000000,5155.619000000,5092.064000000,171.796000000,170.168000000,8782.518000000,8590.018000000,714.972000000,697.972000000,3862.408000000,3810.108000000,2387.992000000,2316.492000000
02/05/2018 11,02/05/2018 16,927.868000000,911.980000000,69.900000000,68.674000000,6311.191000000,6154.291000000,3852.528000000,3758.528000000,1018.286000000,998.486000000,7939.966000000,7736.666000000,7249.629000000,7109.629000000,4298.041000000,4219.272000000,13739.469000000,13424.369000000,2608.000000000,2534.600000000,13070.254000000,12853.054000000,2350.137000000,2292.338000000,40.304000000,39.300000000,1783.894000000,1771.294000000,2524.516000000,2486.803000000,2166.339000000,2107.724000000,5306.549000000,5231.185000000,2548.700000000,2463.405000000,3623.224000000,3561.337000000,473.945000000,466.176000000,5778.338000000,5623.220000000,157.760000000,151.072000000,5063.759000000,4995.823000000,172.354000000,170.456000000,8738.431000000,8534.631000000,692.801000000,674.901000000,3808.608000000,3756.108000000,2301.016000000,2232.916000000
02/05/2018 12,02/05/2018 17,880.402000000,865.227000000,62.827000000,61.744000000,6060.755000000,5909.155000000,3833.881000000,3739.681000000,981.086000000,961.986000000,7772.962000000,7572.762000000,7129.838000000,6988.438000000,4166.778000000,4091.014000000,13598.983000000,13287.383000000,2541.000000000,2466.700000000,12745.987000000,12535.687000000,2304.637000000,2249.002000000,38.899000000,38.000000000,1790.198000000,1777.298000000,2450.256000000,2414.001000000,2134.936000000,2075.507000000,5248.208000000,5175.122000000,2520.460000000,2433.064000000,3534.091000000,3473.795000000,450.166000000,442.802000000,5716.237000000,5550.849000000,157.666000000,150.953000000,5000.847000000,4933.764000000,170.769000000,168.855000000,8629.383000000,8428.783000000,689.783000000,672.383000000,3721.669000000,3669.869000000,2088.925000000,2026.625000000
02/05/2018 13,02/05/2018 18,864.297000000,850.311000000,60.382000000,59.378000000,5829.453000000,5685.353000000,3823.203000000,3730.503000000,944.670000000,926.570000000,7641.494000000,7448.294000000,6935.639000000,6800.639000000,4072.613000000,4003.349000000,13516.737000000,13212.337000000,2518.000000000,2445.700000000,12355.128000000,12153.028000000,2262.532000000,2211.185000000,38.155000000,37.300000000,1769.821000000,1756.721000000,2409.168000000,2375.540000000,2119.083000000,2063.197000000,5203.506000000,5136.371000000,2508.638000000,2429.244000000,3504.236000000,3448.177000000,434.126000000,427.420000000,5637.763000000,5483.420000000,155.645000000,149.203000000,4949.237000000,4885.804000000,168.680000000,166.951000000,8506.652000000,8315.352000000,693.538000000,677.238000000,3675.750000000,3624.550000000,2056.925000000,2000.025000000
02/05/2018 14,02/05/2018 19,869.995000000,855.039000000,60.832000000,59.774000000,5595.906000000,5455.106000000,3701.326000000,3609.626000000,911.027000000,893.227000000,7515.904000000,7320.604000000,6809.924000000,6669.924000000,3998.522000000,3928.391000000,13612.072000000,13304.472000000,2477.000000000,2408.100000000,12036.782000000,11833.382000000,2226.752000000,2175.272000000,37.180000000,36.300000000,1753.581000000,1740.181000000,2414.382000000,2379.388000000,2085.898000000,2032.580000000,5170.623000000,5098.860000000,2463.894000000,2387.527000000,3404.322000000,3346.469000000,423.393000000,416.503000000,5522.476000000,5376.561000000,153.506000000,146.949000000,4979.440000000,4913.817000000,168.499000000,166.629000000,8419.968000000,8226.368000000,699.444000000,682.944000000,3630.539000000,3579.739000000,1967.894000000,1916.094000000
02/05/2018 15,02/05/2018 20,902.428000000,887.538000000,62.812000000,61.781000000,5420.768000000,5286.668000000,3719.295000000,3628.995000000,883.810000000,866.910000000,7394.187000000,7204.187000000,6627.578000000,6494.578000000,3927.653000000,3861.412000000,13675.881000000,13370.281000000,2467.000000000,2397.600000000,11767.348000000,11574.048000000,2200.407000000,2152.213000000,35.846000000,35.100000000,1719.895000000,1706.895000000,2445.914000000,2412.436000000,2037.533000000,1987.257000000,5123.397000000,5055.853000000,2401.073000000,2327.403000000,3395.385000000,3340.995000000,414.016000000,407.676000000,5435.759000000,5298.873000000,149.814000000,143.786000000,5018.765000000,4956.139000000,168.174000000,166.420000000,8325.379000000,8137.179000000,688.504000000,672.504000000,3569.522000000,3520.122000000,1856.822000000,1809.222000000
02/05/2018 16,02/05/2018 21,966.065000000,949.026000000,67.857000000,66.642000000,5323.607000000,5190.707000000,3745.229000000,3653.229000000,860.623000000,844.023000000,7384.181000000,7192.381000000,6582.867000000,6449.167000000,3963.840000000,3893.929000000,13598.065000000,13290.765000000,2435.000000000,2365.400000000,11643.155000000,11453.255000000,2224.875000000,2174.074000000,35.570000000,34.800000000,1689.087000000,1676.187000000,2554.894000000,2518.286000000,2032.633000000,1978.392000000,5123.307000000,5051.688000000,2381.802000000,2304.909000000,3374.339000000,3317.606000000,421.900000000,415.095000000,5386.625000000,5241.005000000,149.779000000,143.441000000,5161.107000000,5093.400000000,170.516000000,168.621000000,8237.558000000,8053.858000000,686.665000000,670.465000000,3535.330000000,3486.630000000,1815.779000000,1769.879000000
02/05/2018 17,02/05/2018 22,1072.329000000,1052.986000000,79.977000000,78.507000000,5360.868000000,5229.868000000,3756.868000000,3665.668000000,858.287000000,842.087000000,7522.281000000,7330.781000000,6714.110000000,6580.910000000,4125.255000000,4051.951000000,13573.093000000,13266.993000000,2461.000000000,2390.800000000,12114.429000000,11920.629000000,2356.265000000,2295.270000000,36.863000000,35.900000000,1714.442000000,1701.642000000,2770.774000000,2732.024000000,2072.905000000,2014.830000000,5280.418000000,5207.380000000,2386.298000000,2306.789000000,3445.655000000,3388.795000000,452.138000000,445.015000000,5515.670000000,5356.455000000,154.013000000,147.515000000,5407.139000000,5338.598000000,176.441000000,174.583000000,8383.743000000,8196.843000000,667.495000000,651.595000000,3546.500000000,3497.200000000,1801.626000000,1755.826000000
02/05/2018 18,02/05/2018 23,1214.423000000,1190.778000000,88.900000000,87.145000000,5537.538000000,5396.338000000,3730.289000000,3635.889000000,881.682000000,864.282000000,7743.950000000,7540.550000000,7061.376000000,6914.776000000,4511.874000000,4426.341000000,13772.191000000,13450.091000000,2527.000000000,2458.300000000,13270.623000000,13025.023000000,2635.572000000,2554.059000000,39.995000000,38.800000000,1780.738000000,1767.338000000,3059.973000000,3015.434000000,2215.397000000,2151.979000000,5648.227000000,5563.923000000,2459.398000000,2381.083000000,3657.859000000,3594.216000000,529.015000000,520.218000000,5882.807000000,5713.676000000,166.589000000,159.662000000,5775.765000000,5700.022000000,189.381000000,187.286000000,8581.897000000,8392.097000000,716.367000000,699.767000000,3670.546000000,3618.846000000,1940.561000000,1890.961000000
02/05/2018 19,02/06/2018 00,1287.573000000,1261.598000000,90.630000000,88.712000000,5967.903000000,5816.803000000,3928.541000000,3830.641000000,942.273000000,923.573000000,8084.029000000,7873.029000000,7396.560000000,7243.860000000,4796.982000000,4707.289000000,14291.640000000,13968.040000000,2604.000000000,2534.300000000,14380.685000000,14089.985000000,2819.121000000,2727.208000000,42.590000000,41.200000000,1828.631000000,1815.431000000,3203.398000000,3156.966000000,2314.776000000,2251.100000000,5859.826000000,5776.790000000,2580.228000000,2494.443000000,3796.577000000,3730.602000000,594.795000000,585.041000000,6084.724000000,5917.155000000,175.670000000,168.573000000,5951.533000000,5877.272000000,195.887000000,193.852000000,8998.724000000,8786.824000000,766.120000000,747.620000000,3788.424000000,3734.224000000,2153.579000000,2097.379000000
02/05/2018 20,02/06/2018 01,1284.377000000,1257.746000000,89.071000000,87.182000000,6105.324000000,5946.724000000,3968.120000000,3866.220000000,969.562000000,949.662000000,8083.816000000,7867.716000000,7460.975000000,7296.075000000,4836.268000000,4743.472000000,14292.000000000,13968.300000000,2600.000000000,2532.200000000,14665.640000000,14353.040000000,2856.386000000,2758.399000000,43.436000000,42.000000000,1823.589000000,1809.689000000,3187.249000000,3136.404000000,2333.688000000,2266.943000000,5789.326000000,5701.660000000,2559.686000000,2471.293000000,3768.025000000,3698.689000000,604.247000000,593.575000000,6120.542000000,5945.215000000,176.208000000,168.945000000,5927.626000000,5845.691000000,192.854000000,190.663000000,8863.533000000,8655.333000000,758.507000000,740.207000000,3784.270000000,3729.870000000,2189.608000000,2131.208000000
02/05/2018 21,02/06/2018 02,1259.169000000,1234.547000000,87.356000000,85.544000000,6174.058000000,6010.058000000,3899.240000000,3796.140000000,980.441000000,959.841000000,7948.846000000,7731.346000000,7481.958000000,7313.058000000,4790.333000000,4702.672000000,14103.185000000,13754.985000000,2543.000000000,2469.100000000,14680.074000000,14360.974000000,2834.360000000,2738.603000000,42.800000000,41.400000000,1788.920000000,1774.720000000,3115.248000000,3070.823000000,2301.168000000,2236.846000000,5725.438000000,5643.326000000,2554.528000000,2469.231000000,3688.725000000,3625.182000000,607.888000000,597.829000000,6030.062000000,5856.416000000,174.116000000,166.996000000,5861.584000000,5786.418000000,187.255000000,185.243000000,8711.282000000,8511.182000000,746.070000000,728.670000000,3739.200000000,3683.500000000,2158.625000000,2098.325000000
02/05/2018 22,02/06/2018 03,1207.172000000,1184.209000000,83.493000000,81.794000000,6144.785000000,5983.485000000,3756.487000000,3658.787000000,979.469000000,959.169000000,7736.103000000,7527.003000000,7217.347000000,7059.847000000,4630.183000000,4547.257000000,13781.212000000,13430.912000000,2458.000000000,2388.500000000,14293.746000000,14016.546000000,2756.347000000,2664.967000000,41.901000000,40.500000000,1721.419000000,1707.419000000,2955.972000000,2914.660000000,2222.286000000,2162.039000000,5458.780000000,5383.208000000,2474.915000000,2391.455000000,3568.585000000,3506.977000000,592.463000000,582.611000000,5844.047000000,5673.610000000,167.023000000,160.124000000,5638.566000000,5566.504000000,177.991000000,176.114000000,8382.692000000,8197.992000000,697.830000000,681.930000000,3611.446000000,3557.846000000,2207.674000000,2147.974000000
02/05/2018 23,02/06/2018 04,1131.372000000,1110.776000000,78.570000000,77.108000000,5992.265000000,5834.365000000,3617.318000000,3521.818000000,970.192000000,949.992000000,7376.641000000,7175.641000000,6899.761000000,6749.261000000,4381.283000000,4305.829000000,13236.490000000,12887.690000000,2329.000000000,2261.700000000,13640.123000000,13393.923000000,2625.875000000,2535.683000000,40.288000000,38.900000000,1628.652000000,1614.952000000,2725.743000000,2688.337000000,2113.395000000,2054.671000000,5143.033000000,5072.128000000,2314.105000000,2237.045000000,3351.643000000,3295.458000000,561.394000000,552.376000000,5551.660000000,5386.231000000,157.059000000,150.535000000,5289.140000000,5223.389000000,162.793000000,161.128000000,7982.403000000,7810.003000000,664.586000000,650.186000000,3427.805000000,3376.605000000,2058.694000000,2001.694000000
02/05/2018 24,02/06/2018 05,1067.259000000,1047.404000000,74.544000000,73.102000000,5846.205000000,5697.505000000,3539.111000000,3450.111000000,954.297000000,935.197000000,6998.111000000,6813.811000000,6687.093000000,6544.093000000,4135.015000000,4063.971000000,12478.463000000,12162.063000000,2224.000000000,2160.700000000,13154.163000000,12932.363000000,2521.205000000,2432.286000000,38.883000000,37.500000000,1549.027000000,1535.327000000,2544.031000000,2510.646000000,2017.519000000,1961.360000000,4843.250000000,4775.060000000,2202.256000000,2129.455000000,3188.770000000,3137.401000000,533.976000000,525.696000000,5372.887000000,5209.748000000,146.181000000,139.919000000,4974.872000000,4918.225000000,149.646000000,148.159000000,7608.243000000,7450.443000000,657.146000000,644.046000000,3232.725000000,3185.425000000,2025.893000000,1971.193000000
02/06/2018 01,02/06/2018 06,1028.169000000,1008.099000000,71.178000000,69.682000000,5740.252000000,5593.952000000,3477.796000000,3392.096000000,946.718000000,927.818000000,6779.036000000,6599.836000000,6456.133000000,6319.933000000,4014.083000000,3948.692000000,11844.555000000,11534.955000000,2127.000000000,2065.900000000,12883.731000000,12672.831000000,2477.273000000,2390.998000000,38.166000000,36.800000000,1493.035000000,1479.035000000,2408.786000000,2377.089000000,1952.846000000,1899.028000000,4643.261000000,4579.582000000,2120.779000000,2045.090000000,3055.989000000,3007.779000000,519.984000000,512.058000000,5195.605000000,5039.074000000,140.157000000,134.280000000,4737.998000000,4677.158000000,141.074000000,139.690000000,7319.975000000,7175.875000000,642.892000000,630.692000000,3119.621000000,3074.421000000,1996.997000000,1943.797000000
02/06/2018 02,02/06/2018 07,999.470000000,978.273000000,69.490000000,67.920000000,5732.158000000,5582.058000000,3399.365000000,3313.365000000,937.666000000,918.366000000,6728.456000000,6545.956000000,6411.906000000,6275.206000000,3942.175000000,3872.445000000,11497.552000000,11194.152000000,2090.000000000,2029.800000000,12831.910000000,12623.110000000,2466.195000000,2376.870000000,37.709000000,36.300000000,1447.247000000,1432.947000000,2358.125000000,2324.486000000,1920.695000000,1864.943000000,4521.617000000,4454.935000000,2102.676000000,2020.332000000,2976.197000000,2926.789000000,518.395000000,510.044000000,5105.680000000,4955.908000000,135.177000000,129.268000000,4609.577000000,4544.874000000,136.894000000,135.471000000,7152.454000000,7011.254000000,611.700000000,600.100000000,3045.555000000,3000.755000000,1931.234000000,1878.834000000
02/06/2018 03,02/06/2018 08,985.550000000,966.718000000,68.543000000,67.189000000,5751.980000000,5601.480000000,3335.030000000,3249.030000000,929.655000000,910.455000000,6579.908000000,6400.408000000,6379.956000000,6244.256000000,3902.256000000,3838.692000000,11288.328000000,10991.628000000,2059.000000000,1999.400000000,12877.804000000,12665.804000000,2451.730000000,2366.080000000,37.549000000,36.200000000,1446.708000000,1432.308000000,2325.888000000,2297.072000000,1903.277000000,1850.662000000,4468.785000000,4409.667000000,2081.583000000,2004.987000000,2943.908000000,2900.096000000,519.460000000,512.017000000,5047.894000000,4912.837000000,133.796000000,128.209000000,4526.004000000,4472.306000000,134.259000000,133.069000000,7138.870000000,6999.970000000,621.806000000,610.306000000,3003.417000000,2959.217000000,1901.405000000,1850.105000000
02/06/2018 04,02/06/2018 09,982.821000000,964.035000000,68.849000000,67.460000000,5744.551000000,5595.351000000,3368.622000000,3283.322000000,917.236000000,898.636000000,6602.576000000,6425.176000000,6383.914000000,6249.714000000,3907.122000000,3840.849000000,11248.002000000,10966.502000000,2057.000000000,1996.700000000,13062.868000000,12846.568000000,2445.586000000,2358.702000000,37.567000000,36.200000000,1457.241000000,1443.141000000,2325.732000000,2295.400000000,1901.965000000,1847.745000000,4467.989000000,4406.830000000,2101.656000000,2025.117000000,2986.240000000,2940.713000000,524.891000000,517.160000000,5055.792000000,4920.454000000,132.726000000,127.083000000,4499.121000000,4443.740000000,133.950000000,132.698000000,7123.672000000,6984.472000000,629.512000000,617.812000000,2998.210000000,2953.710000000,1889.964000000,1839.464000000
02/06/2018 05,02/06/2018 10,997.911000000,978.992000000,70.480000000,69.156000000,5835.344000000,5682.644000000,3399.277000000,3313.377000000,917.621000000,898.921000000,6720.209000000,6537.809000000,6525.862000000,6386.762000000,4070.419000000,3998.158000000,11226.952000000,10944.252000000,2094.000000000,2033.000000000,13559.617000000,13328.417000000,2487.149000000,2397.158000000,38.486000000,37.100000000,1469.553000000,1455.353000000,2382.994000000,2351.978000000,1955.188000000,1899.452000000,4583.027000000,4518.255000000,2132.429000000,2053.676000000,3076.801000000,3028.727000000,549.313000000,541.029000000,5152.788000000,5015.080000000,136.175000000,130.463000000,4574.723000000,4519.113000000,137.074000000,135.655000000,7256.697000000,7111.997000000,630.212000000,617.812000000,3053.155000000,3007.555000000,1874.374000000,1822.574000000
