LSE InSchedule and NSPL Activity Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:37 AM
Start Month:,"February, 2018",End Month:,"February, 2018"
4000.01,4000.02,4000.03,3002.01,3002.02,4000.07
Customer ID,Customer Code,Month,InSchedule Load In Multiple Zones (Y/N),NSPL In Multiple Zones (Y/N),Version
22964,EAMDEO,"February, 2018",N,N,20180201.000
31835,EAMJCP,"February, 2018",N,N,20180201.000
16608,EAMM,"February, 2018",Y,Y,20180201.000
29896,EAMMME,"February, 2018",N,N,20180201.000
22386,EAMMPE,"February, 2018",N,N,20180201.000
29897,EAMMPN,"February, 2018",N,N,20180201.000
29898,EAMMPP,"February, 2018",N,N,20180201.000
26750,EAMMWP,"February, 2018",,N,20180201.000
36264,EAOHPL,"February, 2018",N,N,20180201.000
35384,EAPDSS,"February, 2018",N,N,20180201.000
34763,EAPENE,"February, 2018",N,N,20180201.000
12077,EAPMB,"February, 2018",N,N,20180201.000
21896,EAPPLR,"February, 2018",N,N,20180201.000
78,EASTON,"February, 2018",N,N,20180201.000
38350,EAWPPC,"February, 2018",N,N,20180201.000
30073,ECARES,"February, 2018",N,N,20180201.000
43905,ECNJJC,"February, 2018",N,N,20180201.000
43906,ECNJPS,"February, 2018",N,N,20180201.000
13384,ECNY,"February, 2018",Y,Y,20180201.000
39733,ECOMWP,"February, 2018",N,N,20180201.000
40585,ECPDSH,"February, 2018",N,N,20180201.000
34766,ECPGNJ,"February, 2018",N,N,20180201.000
39732,ECPLCC,"February, 2018",N,N,20180201.000
39905,ECPSCI,"February, 2018",N,N,20180201.000
41184,EDAAE1,"February, 2018",N,N,20180201.000
41185,EDAAE2,"February, 2018",N,N,20180201.000
41183,EDADEO,"February, 2018",N,N,20180201.000
41187,EDAOE1,"February, 2018",N,,20180201.000
41188,EDAOE2,"February, 2018",,N,20180201.000
41189,EDATE1,"February, 2018",N,,20180201.000
41190,EDATE2,"February, 2018",,N,20180201.000
41186,EDAWPP,"February, 2018",N,N,20180201.000
29988,EDFAAP,"February, 2018",N,N,20180201.000
30696,EDFADY,"February, 2018",N,N,20180201.000
20386,EDFAL,"February, 2018",Y,Y,20180201.000
29989,EDFAME,"February, 2018",N,N,20180201.000
26517,EDFAOH,"February, 2018",N,N,20180201.000
29990,EDFAPC,"February, 2018",N,N,20180201.000
29825,EDFAPM,"February, 2018",Y,Y,20180201.000
29826,EDFAPN,"February, 2018",Y,Y,20180201.000
29827,EDFAPO,"February, 2018",N,N,20180201.000
27288,EDFCEI,"February, 2018",,N,20180201.000
30990,EDFCEX,"February, 2018",,N,20180201.000
27289,EDFFEO,"February, 2018",N,,20180201.000
30578,EDFGAE,"February, 2018",N,N,20180201.000
26522,EDFGEE,"February, 2018",N,N,20180201.000
30577,EDFGJC,"February, 2018",N,N,20180201.000
31186,EDFNA,"February, 2018",N,N,20180201.000
31184,EDFNAE,"February, 2018",N,N,20180201.000
31185,EDFNBC,"February, 2018",N,N,20180201.000
31178,EDFNCE,"February, 2018",N,N,20180201.000
31191,EDFNCI,"February, 2018",,N,20180201.000
34105,EDFNDA,"February, 2018",N,N,20180201.000
32606,EDFNDK,"February, 2018",N,N,20180201.000
31189,EDFNFE,"February, 2018",N,,20180201.000
23754,EDFNJ,"February, 2018",Y,Y,20180201.000
31183,EDFNJC,"February, 2018",N,N,20180201.000
31190,EDFNOE,"February, 2018",,N,20180201.000
31180,EDFNPC,"February, 2018",N,N,20180201.000
31179,EDFNPE,"February, 2018",N,N,20180201.000
31181,EDFNPL,"February, 2018",N,N,20180201.000
31182,EDFNPS,"February, 2018",N,N,20180201.000
31192,EDFNTE,"February, 2018",,N,20180201.000
27290,EDFOE,"February, 2018",,N,20180201.000
30992,EDFOEX,"February, 2018",,N,20180201.000
30991,EDFOHX,"February, 2018",N,,20180201.000
26521,EDFPAX,"February, 2018",Y,Y,20180201.000
26040,EDFSAN,"February, 2018",N,N,20180201.000
36543,EDFSAO,"February, 2018",N,N,20180201.000
29899,EDFSAP,"February, 2018",N,N,20180201.000
21468,EDFSBG,"February, 2018",Y,Y,20180201.000
30079,EDFSCE,"February, 2018",,N,20180201.000
27255,EDFSE2,"February, 2018",N,N,20180201.000
29657,EDFSEC,"February, 2018",N,N,20180201.000
42063,EDFSIL,"February, 2018",N,N,20180201.000
29900,EDFSME,"February, 2018",N,N,20180201.000
30078,EDFSOE,"February, 2018",,N,20180201.000
30075,EDFSOH,"February, 2018",N,,20180201.000
29901,EDFSPN,"February, 2018",N,N,20180201.000
30080,EDFSTE,"February, 2018",,N,20180201.000
19862,EDFSTM,"February, 2018",Y,Y,20180201.000
27291,EDFTE,"February, 2018",,N,20180201.000
30993,EDFTEX,"February, 2018",,N,20180201.000
29902,EDFXAP,"February, 2018",N,N,20180201.000
24436,EDFXCE,"February, 2018",N,N,20180201.000
31055,EDFXDA,"February, 2018",N,N,20180201.000
30192,EDFXDU,"February, 2018",N,N,20180201.000
24212,EDFXE,"February, 2018",Y,Y,20180201.000
34685,EDFXFR,"February, 2018",N,N,20180201.000
34686,EDFXFU,"February, 2018",N,N,20180201.000
24557,EDFXMD,"February, 2018",Y,Y,20180201.000
29986,EDFXME,"February, 2018",N,N,20180201.000
30074,EDFXOH,"February, 2018",N,N,20180201.000
29987,EDFXPN,"February, 2018",N,N,20180201.000
36147,EDOHPL,"February, 2018",N,N,20180201.000
40823,EDQLCI,"February, 2018",N,,20180201.000
40821,EDQRES,"February, 2018",N,,20180201.000
40822,EDQSCI,"February, 2018",N,,20180201.000
36789,EEEFCE,"February, 2018",,N,20180201.000
36844,EEEFE,"February, 2018",N,,20180201.000
36788,EEEFOE,"February, 2018",,N,20180201.000
36790,EEEFTE,"February, 2018",,N,20180201.000
37063,EEEME,"February, 2018",N,N,20180201.000
37065,EEEPEN,"February, 2018",N,N,20180201.000
36984,EEEPP,"February, 2018",N,N,20180201.000
37064,EEEWPP,"February, 2018",N,N,20180201.000
34684,EFFXFN,"February, 2018",N,N,20180201.000
35844,EIPACE,"February, 2018",N,N,20180201.000
42429,EIPAEP,"February, 2018",N,N,20180201.000
35123,EIPBGE,"February, 2018",N,N,20180201.000
35845,EIPDEL,"February, 2018",N,N,20180201.000
30321,EIPDEO,"February, 2018",N,N,20180201.000
32850,EIPDQL,"February, 2018",N,N,20180201.000
42424,EIPFE1,"February, 2018",N,,20180201.000
33499,EIPJCP,"February, 2018",N,N,20180201.000
42427,EIPOE1,"February, 2018",,N,20180201.000
33500,EIPPEP,"February, 2018",N,N,20180201.000
30324,EIPSCE,"February, 2018",,N,20180201.000
33501,EIPSEG,"February, 2018",N,N,20180201.000
30899,EIPSFE,"February, 2018",N,,20180201.000
16698,EIPSIL,"February, 2018",N,N,20180201.000
32430,EIPSME,"February, 2018",N,N,20180201.000
30322,EIPSOE,"February, 2018",,N,20180201.000
26956,EIPSOH,"February, 2018",N,N,20180201.000
32659,EIPSPC,"February, 2018",N,N,20180201.000
32259,EIPSPL,"February, 2018",N,N,20180201.000
32431,EIPSPN,"February, 2018",N,N,20180201.000
32429,EIPSPP,"February, 2018",N,N,20180201.000
30323,EIPSTE,"February, 2018",,N,20180201.000
32428,EIPSWP,"February, 2018",N,N,20180201.000
291,EKPC,"February, 2018",Y,Y,20180201.000
33246,ELIAEP,"February, 2018",N,N,20180201.000
31973,ELIDAY,"February, 2018",N,N,20180201.000
26715,ELIDEO,"February, 2018",N,N,20180201.000
31964,ELIFCE,"February, 2018",,N,20180201.000
31963,ELIFOE,"February, 2018",,N,20180201.000
31962,ELIFOH,"February, 2018",N,,20180201.000
31965,ELIFTE,"February, 2018",,N,20180201.000
34116,ELIGDQ,"February, 2018",N,N,20180201.000
35404,ELIMET,"February, 2018",N,N,20180201.000
26514,ELIOGO,"February, 2018",Y,Y,20180201.000
33083,ELIPCO,"February, 2018",N,N,20180201.000
31980,ELIPPL,"February, 2018",N,N,20180201.000
35405,ELPENE,"February, 2018",N,N,20180201.000
35406,ELPPOW,"February, 2018",N,N,20180201.000
35407,ELWPEN,"February, 2018",N,N,20180201.000
26519,EMDMMR,"February, 2018",N,,20180201.000
41965,EMTNCE,"February, 2018",Y,Y,20180201.000
26520,ENJMMR,"February, 2018",N,,20180201.000
31564,EPAECI,"February, 2018",N,N,20180201.000
33219,EPAEPO,"February, 2018",N,N,20180201.000
30898,EPCDAY,"February, 2018",N,N,20180201.000
30200,EPCDEO,"February, 2018",N,N,20180201.000
31164,EPDQCI,"February, 2018",N,N,20180201.000
24287,EPHDEO,"February, 2018",N,N,20180201.000
30896,EPHPPC,"February, 2018",N,N,20180201.000
33627,EPHWPP,"February, 2018",N,N,20180201.000
31565,EPLCIR,"February, 2018",N,N,20180201.000
26772,EPLDCR,"February, 2018",N,N,20180201.000
20679,EPLDER,"February, 2018",N,N,20180201.000
16508,EPLEUR,"February, 2018",Y,Y,20180201.000
20550,EPLMDR,"February, 2018",Y,Y,20180201.000
31626,EPLMMR,"February, 2018",N,N,20180201.000
20549,EPLNJR,"February, 2018",N,N,20180201.000
31412,EPLOE,"February, 2018",,N,20180201.000
29784,EPLOHR,"February, 2018",N,,20180201.000
12350,EPLPSG,"February, 2018",N,N,20180201.000
12324,EPLTAR,"February, 2018",N,N,20180201.000
16621,EPLUSH,"February, 2018",Y,Y,20180201.000
31228,EPOH01,"February, 2018",N,N,20180201.000
36795,EPPCOL,"February, 2018",N,N,20180201.000
38644,EPPCOW,"February, 2018",N,N,20180201.000
32289,EPPDPL,"February, 2018",N,N,20180201.000
41670,EPPDPR,"February, 2018",N,N,20180201.000
31165,EPPECC,"February, 2018",N,N,20180201.000
41453,EPPPIT,"February, 2018",N,N,20180201.000
40023,EPPVAD,"February, 2018",N,N,20180201.000
26708,EPSCOH,"February, 2018",N,N,20180201.000
31566,EPSGCI,"February, 2018",N,N,20180201.000
32513,EPSHOH,"February, 2018",N,N,20180201.000
22391,EPUSA,"February, 2018",Y,Y,20180201.000
32514,EPVOBO,"February, 2018",N,N,20180201.000
32515,EPVOGO,"February, 2018",N,N,20180201.000
32516,EPVOHO,"February, 2018",N,N,20180201.000
32517,EPVORO,"February, 2018",N,N,20180201.000
31979,ESPCEI,"February, 2018",,N,20180201.000
43945,ESPECO,"February, 2018",N,N,20180201.000
35839,ESPFEO,"February, 2018",N,,20180201.000
31978,ESPIOE,"February, 2018",,N,20180201.000
31977,ESPITE,"February, 2018",,N,20180201.000
27504,ESPOTO,"February, 2018",N,N,20180201.000
43946,ESPPL,"February, 2018",N,N,20180201.000
30274,ETHDUK,"February, 2018",N,N,20180201.000
30273,ETHMET,"February, 2018",N,N,20180201.000
30271,ETHPLC,"February, 2018",N,N,20180201.000
30270,ETHPPW,"February, 2018",N,N,20180201.000
30272,ETHWPN,"February, 2018",N,N,20180201.000
33393,ETRDUQ,"February, 2018",N,N,20180201.000
33389,ETRPE,"February, 2018",N,N,20180201.000
38804,ETRPMH,"February, 2018",N,N,20180201.000
33391,ETRPPL,"February, 2018",N,N,20180201.000
33209,EVYAOH,"February, 2018",N,N,20180201.000
36067,EVYCEI,"February, 2018",,N,20180201.000
35840,EVYFEO,"February, 2018",N,,20180201.000
36065,EVYOED,"February, 2018",,N,20180201.000
36066,EVYTED,"February, 2018",,N,20180201.000
33144,EXEBAD,"February, 2018",N,N,20180201.000
31794,EXEBAR,"February, 2018",Y,Y,20180201.000
32792,EXEBAW,"February, 2018",N,N,20180201.000
34983,EXEBGW,"February, 2018",N,N,20180201.000
12148,EXENJ,"February, 2018",Y,Y,20180201.000
33145,EXGAEP,"February, 2018",N,N,20180201.000
26780,EXGAM2,"February, 2018",N,N,20180201.000
20203,EXGAPB,"February, 2018",N,N,20180201.000
41387,EXGAPP,"February, 2018",N,N,20180201.000
25486,EXGBMB,"February, 2018",N,N,20180201.000
43689,EXGCCI,"February, 2018",,N,20180201.000
35487,EXGCFE,"February, 2018",N,,20180201.000
43690,EXGCOE,"February, 2018",,N,20180201.000
43692,EXGCTE,"February, 2018",,N,20180201.000
26911,EXGDDB,"February, 2018",N,N,20180201.000
30662,EXGDES,"February, 2018",N,N,20180201.000
41204,EXGDLL,"February, 2018",N,,20180201.000
29533,EXGDLR,"February, 2018",N,,20180201.000
26886,EXGDMB,"February, 2018",N,N,20180201.000
41063,EXGDPP,"February, 2018",N,N,20180201.000
36183,EXGDPR,"February, 2018",N,N,20180201.000
35489,EXGDR2,"February, 2018",N,N,20180201.000
31021,EXGDSH,"February, 2018",N,N,20180201.000
20198,EXGDSR,"February, 2018",N,N,20180201.000
20199,EXGDSS,"February, 2018",N,N,20180201.000
20202,EXGFRA,"February, 2018",N,N,20180201.000
22828,EXGFSA,"February, 2018",N,N,20180201.000
25484,EXGHLA,"February, 2018",N,N,20180201.000
35492,EXGMDA,"February, 2018",N,N,20180201.000
20377,EXGMEC,"February, 2018",N,N,20180201.000
30405,EXGMEI,"February, 2018",N,N,20180201.000
35486,EXGMMA,"February, 2018",N,N,20180201.000
35488,EXGMME,"February, 2018",Y,Y,20180201.000
35484,EXGMMM,"February, 2018",Y,Y,20180201.000
35485,EXGMWP,"February, 2018",N,N,20180201.000
29903,EXGNFE,"February, 2018",N,,20180201.000
31056,EXGPDC,"February, 2018",N,N,20180201.000
25487,EXGPMB,"February, 2018",N,N,20180201.000
20379,EXGPNC,"February, 2018",N,N,20180201.000
30407,EXGPNI,"February, 2018",N,N,20180201.000
20378,EXGPNR,"February, 2018",N,N,20180201.000
33146,EXGPPC,"February, 2018",N,N,20180201.000
31197,EXGSCE,"February, 2018",,N,20180201.000
30922,EXGSDA,"February, 2018",N,N,20180201.000
30923,EXGSDU,"February, 2018",N,N,20180201.000
31198,EXGSOE,"February, 2018",,N,20180201.000
33064,EXGSRE,"February, 2018",Y,Y,20180201.000
31199,EXGSTE,"February, 2018",,N,20180201.000
35834,EXGSTF,"February, 2018",N,,20180201.000
30894,EXGSTR,"February, 2018",N,N,20180201.000
32724,EXGWPI,"February, 2018",N,N,20180201.000
33216,EXSAEP,"February, 2018",N,N,20180201.000
33294,EXSMET,"February, 2018",N,N,20180201.000
33295,EXSPEN,"February, 2018",N,N,20180201.000
33293,EXSPNP,"February, 2018",N,N,20180201.000
33296,EXSWPP,"February, 2018",N,N,20180201.000
33150,FESAEP,"February, 2018",N,N,20180201.000
33245,FESAER,"February, 2018",N,N,20180201.000
1305,FESC,"February, 2018",Y,Y,20180201.000
41763,FESCHG,"February, 2018",N,N,20180201.000
41764,FESCTH,"February, 2018",N,N,20180201.000
41765,FESCWP,"February, 2018",N,N,20180201.000
22915,FESDEO,"February, 2018",N,N,20180201.000
41669,FESDNP,"February, 2018",N,N,20180201.000
36163,FESDPN,"February, 2018",N,N,20180201.000
24153,FESDPR,"February, 2018",N,N,20180201.000
30721,FESDPT,"February, 2018",N,N,20180201.000
35788,FESFEX,"February, 2018",N,,20180201.000
20955,FESICT,"February, 2018",,N,20180201.000
22172,FESIPT,"February, 2018",,N,20180201.000
20225,FESMER,"February, 2018",N,N,20180201.000
36944,FESMKW,"February, 2018",N,N,20180201.000
35741,FESNMB,"February, 2018",N,N,20180201.000
35846,FESNMC,"February, 2018",,N,20180201.000
35847,FESNMT,"February, 2018",,N,20180201.000
20956,FESOET,"February, 2018",,N,20180201.000
22129,FESOHP,"February, 2018",N,,20180201.000
22170,FESOPT,"February, 2018",,N,20180201.000
20227,FESPNR,"February, 2018",N,N,20180201.000
24558,FESPOR,"February, 2018",N,N,20180201.000
24507,FESPOS,"February, 2018",N,N,20180201.000
21851,FESPPC,"February, 2018",N,N,20180201.000
21850,FESPPR,"February, 2018",N,N,20180201.000
35740,FESPPX,"February, 2018",N,,20180201.000
21852,FESPRT,"February, 2018",,N,20180201.000
20957,FESTET,"February, 2018",,N,20180201.000
22171,FESTPT,"February, 2018",,N,20180201.000
31160,FESWPC,"February, 2018",N,N,20180201.000
25488,FESWPR,"February, 2018",N,N,20180201.000
24917,FESWPT,"February, 2018",,N,20180201.000
11727,FPCIEP,"February, 2018",Y,Y,20180201.000
34050,FPDLMD,"February, 2018",N,N,20180201.000
12496,FPLAM2,"February, 2018",N,N,20180201.000
12497,FPLAMR,"February, 2018",N,N,20180201.000
12318,FPLBGS,"February, 2018",Y,Y,20180201.000
11203,FPLBMB,"February, 2018",N,N,20180201.000
11721,FPLDMB,"February, 2018",N,N,20180201.000
12115,FPLG01,"February, 2018",N,N,20180201.000
12116,FPLG02,"February, 2018",N,N,20180201.000
12117,FPLG03,"February, 2018",N,N,20180201.000
12118,FPLG04,"February, 2018",N,N,20180201.000
12119,FPLG05,"February, 2018",N,N,20180201.000
12124,FPLG06,"February, 2018",N,N,20180201.000
12291,FPLG07,"February, 2018",N,N,20180201.000
12292,FPLG08,"February, 2018",N,N,20180201.000
12293,FPLG09,"February, 2018",N,N,20180201.000
12294,FPLG10,"February, 2018",N,N,20180201.000
12356,FPLG11,"February, 2018",N,N,20180201.000
12705,FPLG12,"February, 2018",N,N,20180201.000
12706,FPLG13,"February, 2018",N,N,20180201.000
16431,FPLG14,"February, 2018",N,N,20180201.000
16432,FPLG15,"February, 2018",N,N,20180201.000
16433,FPLG16,"February, 2018",N,N,20180201.000
19603,FPLG17,"February, 2018",N,N,20180201.000
20380,FPLG19,"February, 2018",N,N,20180201.000
20615,FPLG20,"February, 2018",N,N,20180201.000
20765,FPLG22,"February, 2018",,N,20180201.000
20766,FPLG23,"February, 2018",,N,20180201.000
20767,FPLG24,"February, 2018",,N,20180201.000
22133,FPLG26,"February, 2018",N,,20180201.000
22134,FPLG27,"February, 2018",N,N,20180201.000
22826,FPLG29,"February, 2018",N,N,20180201.000
22827,FPLG30,"February, 2018",N,N,20180201.000
23881,FPLG33,"February, 2018",N,N,20180201.000
23880,FPLG34,"February, 2018",N,N,20180201.000
29708,FPLG36,"February, 2018",N,,20180201.000
30059,FPLG37,"February, 2018",N,N,20180201.000
30060,FPLG38,"February, 2018",N,N,20180201.000
30062,FPLG40,"February, 2018",N,N,20180201.000
30087,FPLG41,"February, 2018",N,N,20180201.000
32719,FPLG42,"February, 2018",N,N,20180201.000
34206,FPLG43,"February, 2018",N,N,20180201.000
34207,FPLG44,"February, 2018",N,N,20180201.000
34208,FPLG45,"February, 2018",N,N,20180201.000
34209,FPLG46,"February, 2018",N,N,20180201.000
38623,FPLG48,"February, 2018",N,,20180201.000
38739,FPLG51,"February, 2018",,N,20180201.000
38740,FPLG52,"February, 2018",,N,20180201.000
11208,FPLPMB,"February, 2018",N,N,20180201.000
37123,FPPAEP,"February, 2018",N,N,20180201.000
33909,FPPATC,"February, 2018",N,N,20180201.000
34304,FPPBGE,"February, 2018",N,N,20180201.000
33904,FPPECO,"February, 2018",N,N,20180201.000
33907,FPPELC,"February, 2018",N,N,20180201.000
33906,FPPENN,"February, 2018",N,N,20180201.000
33903,FPPJCP,"February, 2018",N,N,20180201.000
21673,FPPLLC,"February, 2018",Y,Y,20180201.000
33905,FPPMET,"February, 2018",N,N,20180201.000
39138,FPPPMD,"February, 2018",N,,20180201.000
33902,FPPSEG,"February, 2018",N,N,20180201.000
33908,FPPWPN,"February, 2018",N,N,20180201.000
39727,FPSACE,"February, 2018",N,N,20180201.000
39200,FPSAOH,"February, 2018",N,N,20180201.000
39728,FPSBGE,"February, 2018",N,N,20180201.000
39198,FPSCED,"February, 2018",N,N,20180201.000
39199,FPSDAY,"February, 2018",N,,20180201.000
39731,FPSDPL,"February, 2018",N,N,20180201.000
39196,FPSFCE,"February, 2018",,N,20180201.000
39205,FPSFME,"February, 2018",N,N,20180201.000
39197,FPSFOE,"February, 2018",,N,20180201.000
38884,FPSFOH,"February, 2018",N,,20180201.000
39206,FPSFPE,"February, 2018",N,,20180201.000
39195,FPSFTE,"February, 2018",,N,20180201.000
39207,FPSFWP,"February, 2018",N,,20180201.000
39724,FPSJCP,"February, 2018",N,N,20180201.000
39203,FPSPLE,"February, 2018",N,N,20180201.000
39729,FPSPOT,"February, 2018",N,,20180201.000
39202,FPSPPL,"February, 2018",N,N,20180201.000
39725,FPSPSG,"February, 2018",N,N,20180201.000
30816,FTRDAY,"February, 2018",N,N,20180201.000
31170,FTRMET,"February, 2018",N,N,20180201.000
31171,FTRPEN,"February, 2018",N,N,20180201.000
31172,FTRPPN,"February, 2018",N,N,20180201.000
31173,FTRWPN,"February, 2018",N,N,20180201.000
35749,FUNAEP,"February, 2018",N,N,20180201.000
39304,FUNCED,"February, 2018",N,N,20180201.000
40903,FUNDEO,"February, 2018",N,N,20180201.000
31966,FUNEDL,"February, 2018",N,N,20180201.000
33159,FUNEJC,"February, 2018",N,N,20180201.000
31808,FUNEPE,"February, 2018",N,N,20180201.000
31809,FUNEPL,"February, 2018",N,N,20180201.000
33160,FUNEPS,"February, 2018",N,N,20180201.000
33767,GALTRP,"February, 2018",N,N,20180201.000
36206,GAPDUK,"February, 2018",N,,20180201.000
30384,GAPMED,"February, 2018",N,N,20180201.000
11493,GENEVA,"February, 2018",N,N,20180201.000
12275,GERDAS,"February, 2018",N,N,20180201.000
32924,GMAPRL,"February, 2018",N,N,20180201.000
23625,GMCOML,"February, 2018",Y,Y,20180201.000
23628,GMJCRL,"February, 2018",N,N,20180201.000
30052,GMMEDR,"February, 2018",N,N,20180201.000
30056,GMPNR,"February, 2018",N,N,20180201.000
30054,GMPPR,"February, 2018",N,N,20180201.000
23626,GMRESL,"February, 2018",Y,Y,20180201.000
30058,GMWPR,"February, 2018",N,N,20180201.000
43484,GPCTDY,"February, 2018",N,N,20180201.000
27075,GRNLGT,"February, 2018",Y,Y,20180201.000
30364,HEMGTU,"February, 2018",N,N,20180201.000
30368,HEMHOP,"February, 2018",Y,Y,20180201.000
30874,HEMIUP,"February, 2018",N,N,20180201.000
30356,HEMTEM,"February, 2018",N,N,20180201.000
30366,HEMUMM,"February, 2018",Y,Y,20180201.000
248,HEREC,"February, 2018",N,N,20180201.000
29652,HESEMK,"February, 2018",Y,Y,20180201.000
27280,HIKCEI,"February, 2018",,N,20180201.000
26394,HIKDEO,"February, 2018",N,N,20180201.000
26679,HIKOCE,"February, 2018",N,N,20180201.000
20757,HIKOE,"February, 2018",Y,N,20180201.000
27220,HIKOMD,"February, 2018",N,,20180201.000
27221,HIKONJ,"February, 2018",Y,Y,20180201.000
27281,HIKOOE,"February, 2018",N,N,20180201.000
27222,HIKOPA,"February, 2018",Y,Y,20180201.000
30275,HIKOPL,"February, 2018",N,N,20180201.000
30154,HIKOPN,"February, 2018",N,N,20180201.000
30276,HIKORK,"February, 2018",N,N,20180201.000
27282,HIKOTE,"February, 2018",,N,20180201.000
30150,HIKOWP,"February, 2018",N,N,20180201.000
37631,HLMALO,"February, 2018",N,N,20180201.000
37630,HLMPLP,"February, 2018",N,N,20180201.000
17862,HLMUS,"February, 2018",N,N,20180201.000
30400,HLMUSM,"February, 2018",N,N,20180201.000
11142,HPL,"February, 2018",Y,Y,20180201.000
4966,HREA,"February, 2018",N,N,20180201.000
16242,HSBCUS,"February, 2018",N,N,20180201.000
32715,HUDAEP,"February, 2018",N,N,20180201.000
27358,HUDCEI,"February, 2018",,N,20180201.000
32714,HUDDAY,"February, 2018",N,N,20180201.000
32716,HUDDUK,"February, 2018",N,N,20180201.000
29709,HUDFE,"February, 2018",N,,20180201.000
18143,HUDNJ,"February, 2018",Y,Y,20180201.000
27357,HUDOE,"February, 2018",,N,20180201.000
18142,HUDPA,"February, 2018",Y,Y,20180201.000
10938,HUDSON,"February, 2018",N,N,20180201.000
27359,HUDTE,"February, 2018",,N,20180201.000
41964,HUDWPP,"February, 2018",N,N,20180201.000
34687,IDTDOH,"February, 2018",N,N,20180201.000
11283,IDTE,"February, 2018",Y,Y,20180201.000
26784,IDTPEP,"February, 2018",,N,20180201.000
41983,IDTPP,"February, 2018",N,N,20180201.000
41984,IDTWPP,"February, 2018",N,N,20180201.000
31677,IEGPPR,"February, 2018",N,N,20180201.000
30665,IEGWPP,"February, 2018",N,N,20180201.000
20973,IESCED,"February, 2018",N,N,20180201.000
31230,IESCOC,"February, 2018",N,,20180201.000
26840,IESDCI,"February, 2018",N,N,20180201.000
30686,IESDDM,"February, 2018",N,N,20180201.000
22841,IESDEO,"February, 2018",N,,20180201.000
30292,IESFCE,"February, 2018",,N,20180201.000
30290,IESFE,"February, 2018",N,,20180201.000
30291,IESFOE,"February, 2018",,N,20180201.000
30293,IESFTE,"February, 2018",,N,20180201.000
12156,IESMA,"February, 2018",Y,N,20180201.000
26717,IESMAD,"February, 2018",N,,20180201.000
31115,IESNJD,"February, 2018",Y,N,20180201.000
26339,IESODM,"February, 2018",N,N,20180201.000
33207,IGSAOH,"February, 2018",N,N,20180201.000
27053,IGSCEI,"February, 2018",,N,20180201.000
30653,IGSDAY,"February, 2018",N,N,20180201.000
24818,IGSDEO,"February, 2018",N,N,20180201.000
30066,IGSME,"February, 2018",N,N,20180201.000
27051,IGSOE,"February, 2018",N,N,20180201.000
30067,IGSPN,"February, 2018",N,N,20180201.000
30068,IGSPP,"February, 2018",N,N,20180201.000
27052,IGSTE,"February, 2018",,N,20180201.000
30069,IGSWPP,"February, 2018",N,N,20180201.000
7162,IMEAA1,"February, 2018",N,N,20180201.000
297,IMPA,"February, 2018",Y,N,20180201.000
23001,IMPABL,"February, 2018",,N,20180201.000
41663,INSCOM,"February, 2018",N,N,20180201.000
39924,INSDUQ,"February, 2018",N,N,20180201.000
36763,INSPDK,"February, 2018",N,N,20180201.000
31556,INSPJC,"February, 2018",N,N,20180201.000
30997,INSPME,"February, 2018",N,N,20180201.000
30998,INSPPN,"February, 2018",N,N,20180201.000
39926,INSPPW,"February, 2018",N,N,20180201.000
39928,INSWPN,"February, 2018",N,N,20180201.000
20680,INTGSI,"February, 2018",Y,Y,20180201.000
6382,JCBGS,"February, 2018",N,,20180201.000
10584,JCPLFP,"February, 2018",N,N,20180201.000
41450,JOSCEI,"February, 2018",,N,20180201.000
34544,JOSCUS,"February, 2018",Y,Y,20180201.000
41451,JOSDAY,"February, 2018",N,N,20180201.000
41446,JOSDEO,"February, 2018",N,N,20180201.000
38426,JOSFME,"February, 2018",N,N,20180201.000
38471,JOSFPN,"February, 2018",N,N,20180201.000
38427,JOSFPP,"February, 2018",N,,20180201.000
38428,JOSFWP,"February, 2018",N,N,20180201.000
41448,JOSOED,"February, 2018",N,N,20180201.000
41449,JOSTED,"February, 2018",,N,20180201.000
1626,JRAPL,"February, 2018",Y,Y,20180201.000
42045,JUSMED,"February, 2018",N,N,20180201.000
11951,KCCI,"February, 2018",N,N,20180201.000
32609,KCCINJ,"February, 2018",N,N,20180201.000
37244,LEACE,"February, 2018",N,N,20180201.000
36363,LEAEP,"February, 2018",N,N,20180201.000
37340,LEBGE,"February, 2018",N,N,20180201.000
36963,LECED,"February, 2018",N,N,20180201.000
36703,LEDAY,"February, 2018",N,N,20180201.000
36796,LEDEL,"February, 2018",N,N,20180201.000
37248,LEDELM,"February, 2018",N,N,20180201.000
36325,LEDUKE,"February, 2018",N,N,20180201.000
36487,LEDUQN,"February, 2018",N,N,20180201.000
36493,LEFCEI,"February, 2018",,N,20180201.000
36823,LEFELD,"February, 2018",N,,20180201.000
36492,LEFOH,"February, 2018",,N,20180201.000
36494,LEFTE,"February, 2018",,N,20180201.000
37449,LEJCPL,"February, 2018",N,N,20180201.000
36488,LEMED,"February, 2018",N,N,20180201.000
36324,LEPECO,"February, 2018",N,N,20180201.000
36489,LEPENE,"February, 2018",N,N,20180201.000
37338,LEPEPD,"February, 2018",N,N,20180201.000
37247,LEPEPM,"February, 2018",N,N,20180201.000
37450,LEPOTM,"February, 2018",N,N,20180201.000
36323,LEPPL,"February, 2018",N,N,20180201.000
36490,LEPPWR,"February, 2018",N,N,20180201.000
