RPM Auction Charges
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:21 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4001.23,4000.08,4001.36,1600.11,3001.22,1600.01,1600.15,1600.02,4000.07
Customer ID,Customer Code,Date,RPM Auction,LDA,Product Type,Cleared Capacity (MW),Capacity Price ($/MW),RPM Auction Charge ($),RPM Auction Make-Whole Charge Rate  ($/MW),RPM Auction Make-Whole Charge ($),Version
End of Report
