Synchronized Reserve Tier 2 Credits
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:53 AM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.05,4000.06,4000.63,4000.64,3000.80,3000.61,2360.25,2360.26,2360.27,2360.28,2360.29,3000.35,3000.25,4000.67,2360.30,2360.31,2360.32,2360.33,2360.34,2360.35,2360.36,4000.07
Customer ID,Customer Code,EPT Hour Ending,GMT Hour Ending,Unit ID,Unit Name,Unit Ownership Share,SRMCP ($/MWh),Tier 2 PJM-Scheduled MWh,Tier 2 PJM-Added MWh,Tier 2 Self-Scheduled MWh,Tier 2 Shortfall (MWh),SRMCP Credit ($),RT LMP Desired MWh,RT Generator LMP ($/MWh),Hydro Spill Indicator,Condenser Energy Use (MWh),Condenser Energy Use Cost ($),Synch Reserve Lost Opportunity Cost ($),Synch Reserve Offer Amount ($),Condenser Start Up Cost ($),Synch Reserve Lost Opportunity Cost Credit Cleared ($),Synch Reserve Lost Opportunity Cost Credit Added ($),Version
End of Report
