Report Version Availability
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:07 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.82,4001.01,4001.02,4000.07,4000.83,4000.84,4000.81
Report Name,Start Date,End Date,Version,Version Timestamp (EPT),Published Status,Report Version Comments
FTR Auction Charges and Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Auction Charges and Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/01/2018,02/01/2018,20180301.001,03/15/2018 12:31:59,Available,
FTR Target Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/02/2018,02/02/2018,20180301.001,03/15/2018 12:45:36,Available,
FTR Target Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/03/2018,02/03/2018,20180301.001,03/15/2018 12:40:37,Available,
FTR Target Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/04/2018,02/04/2018,20180301.001,03/15/2018 12:48:49,Available,
FTR Target Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/05/2018,02/05/2018,20180301.001,03/15/2018 12:53:45,Available,
FTR Target Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/06/2018,02/06/2018,20180301.001,03/15/2018 12:53:58,Available,
FTR Target Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/07/2018,02/07/2018,20180301.001,03/15/2018 12:53:58,Available,
FTR Target Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/08/2018,02/08/2018,20180301.001,03/15/2018 13:05:25,Available,
FTR Target Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/09/2018,02/09/2018,20180301.001,03/15/2018 12:55:35,Available,
FTR Target Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/10/2018,02/10/2018,20180301.001,03/15/2018 13:03:05,Available,
FTR Target Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/11/2018,02/11/2018,20180301.001,03/15/2018 13:02:44,Available,
FTR Target Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/12/2018,02/12/2018,20180301.001,03/15/2018 13:16:14,Available,
FTR Target Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/13/2018,02/13/2018,20180301.001,03/15/2018 13:06:49,Available,
FTR Target Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/14/2018,02/14/2018,20180301.001,03/15/2018 13:14:38,Available,
FTR Target Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/15/2018,02/15/2018,20180301.001,03/15/2018 13:14:38,Available,
FTR Target Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/16/2018,02/16/2018,20180301.001,03/15/2018 13:26:23,Available,
FTR Target Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/17/2018,02/17/2018,20180301.001,03/15/2018 13:14:43,Available,
FTR Target Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/18/2018,02/18/2018,20180301.001,03/15/2018 13:23:29,Available,
FTR Target Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/19/2018,02/19/2018,20180301.001,03/15/2018 13:23:29,Available,
FTR Target Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/20/2018,02/20/2018,20180301.001,03/15/2018 13:42:10,Available,
FTR Target Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/21/2018,02/21/2018,20180301.001,03/15/2018 13:31:30,Available,
FTR Target Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/22/2018,02/22/2018,20180301.001,03/15/2018 13:23:24,Available,
FTR Target Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:30:31,Available,
FTR Target Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/24/2018,02/24/2018,20180301.001,03/15/2018 13:42:10,Available,
FTR Target Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/25/2018,02/25/2018,20180301.001,03/15/2018 13:44:46,Available,
FTR Target Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/26/2018,02/26/2018,20180301.001,03/15/2018 13:44:44,Available,
FTR Target Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/27/2018,02/27/2018,20180301.001,03/15/2018 13:45:12,Available,
FTR Target Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
FTR Target Credits,02/28/2018,02/28/2018,20180301.001,03/15/2018 13:50:32,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:21:20,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:21:20,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Merchant Transmission Service Resale Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:17:49,Available,
Firm Point-to-Point Transmission Service Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Credit Summary,02/01/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Credit Summary,02/01/2018,02/28/2018,20180301.001,03/25/2018 22:12:33,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:22:11,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:22:10,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Transmission Service Resale Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Weekly Adjustment Charge Details,02/01/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Firm Point-to-Point Weekly Adjustment Charge Details,02/01/2018,02/28/2018,20180301.001,03/25/2018 22:12:32,Available,
Fuel Cost Policy Penalty Charge Details,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Fuel Cost Policy Penalty Charge Details,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
