Report Version Availability
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:07 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.82,4001.01,4001.02,4000.07,4000.83,4000.84,4000.81
Report Name,Start Date,End Date,Version,Version Timestamp (EPT),Published Status,Report Version Comments
Network Integration Transmission Service Offset Charge Summary,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Network Integration Transmission Service Offset Charge Summary,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Network Integration Transmission Service Offset Charge Summary,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Network Integration Transmission Service Offset Charge Summary,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Network Integration Transmission Service Offset Charge Summary,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Compliance Charge Summary,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:22:34,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:22:41,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Merchant Transmission Service Resale Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:10:20,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Credit Summary,02/01/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Credit Summary,02/01/2018,02/28/2018,20180301.001,03/25/2018 22:12:32,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:23:17,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Charges,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:23:16,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Firm Point-to-Point Transmission Service Resale Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/21/2018,02/21/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/22/2018,02/22/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/23/2018,02/23/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/23/2018,02/23/2018,20180301.001,03/15/2018 13:12:17,Available,
Non-Synchronized Reserve Credits,02/24/2018,02/24/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/25/2018,02/25/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/26/2018,02/26/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/27/2018,02/27/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Credits,02/28/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Load Reconciliation Charge Summary,02/01/2018,02/28/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/01/2018,02/01/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/02/2018,02/02/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/03/2018,02/03/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/04/2018,02/04/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/05/2018,02/05/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/06/2018,02/06/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/07/2018,02/07/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/08/2018,02/08/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/09/2018,02/09/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/10/2018,02/10/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/11/2018,02/11/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/12/2018,02/12/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/13/2018,02/13/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/14/2018,02/14/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/15/2018,02/15/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/16/2018,02/16/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/17/2018,02/17/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/18/2018,02/18/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/19/2018,02/19/2018,20180201.000,03/06/2018 14:19:29,Available,
Non-Synchronized Reserve Summary,02/20/2018,02/20/2018,20180201.000,03/06/2018 14:19:29,Available,
