RTO Startup Cost Recovery Charge Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:22 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4000.32,3000.47,1720.11,1720.01,4000.07
Customer ID,Customer Code,Date,Zone,Daily Peak Load (MW),RTO Startup Cost Recovery Rate ($/MW per day),RTO Startup Cost Recovery Charge ($),Version
End of Report
