Network ARR Target Credit Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:26 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,4000.32,2510.13,2510.14,2510.15,2510.16,2210.15,4000.07
Customer ID,Customer Code,Date,Zone,ARR Daily Peak Load (MW),Load Shift (MW),Directed Load Transfer (MW),ARR Target Credit ($),FTR Target Credit ($),Version
End of Report
