Synchronous Condensing Charge Summary
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 11:59:44 AM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.01,4000.02,4000.04,1377.11,3000.39,1377.12,1377.13,1377.01,4000.07
Customer ID,Customer Code,Date,Total PJM Synchronous Condensing Credit ($),RT Load (MWh),RT Operating Reserve Exports (MWh),Total PJM RT Load plus Operating Reserve Exports (MWh),Synchronous Condensing Charge ($),Version
End of Report
