Published Report Versions
Customer Account:,Tidal Energy Marketing Inc.,Report Creation Timestamp (EPT):,03/26/2018 12:00:15 PM
Start Date:,02/01/2018,End Date:,02/28/2018
4000.82,4001.01,4001.02,4000.07,4000.83,4000.81
Report Name,Start Date,End Date,Version,Version Timestamp (EPT),Report Version Comments
Network Integration Transmission Service Offset Charge Summary,07/07/2017,07/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/08/2017,07/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/09/2017,07/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/10/2017,07/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/11/2017,07/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/12/2017,07/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/13/2017,07/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/14/2017,07/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/15/2017,07/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/16/2017,07/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/17/2017,07/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/18/2017,07/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/19/2017,07/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/20/2017,07/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/21/2017,07/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/22/2017,07/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/23/2017,07/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/24/2017,07/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/25/2017,07/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/26/2017,07/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/27/2017,07/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/28/2017,07/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/29/2017,07/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/30/2017,07/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,07/31/2017,07/31/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/01/2017,08/01/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/02/2017,08/02/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/03/2017,08/03/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/04/2017,08/04/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/05/2017,08/05/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/06/2017,08/06/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/07/2017,08/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/08/2017,08/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/09/2017,08/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/10/2017,08/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/11/2017,08/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/12/2017,08/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/13/2017,08/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/14/2017,08/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/15/2017,08/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/16/2017,08/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/17/2017,08/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/18/2017,08/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/19/2017,08/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/20/2017,08/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/21/2017,08/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/22/2017,08/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/23/2017,08/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/24/2017,08/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/25/2017,08/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/26/2017,08/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/27/2017,08/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/28/2017,08/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/29/2017,08/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/30/2017,08/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,08/31/2017,08/31/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/01/2017,09/01/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/02/2017,09/02/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/03/2017,09/03/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/04/2017,09/04/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/05/2017,09/05/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/06/2017,09/06/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/07/2017,09/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/08/2017,09/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/09/2017,09/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/10/2017,09/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/11/2017,09/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/12/2017,09/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/13/2017,09/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/14/2017,09/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/15/2017,09/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/16/2017,09/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/17/2017,09/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/18/2017,09/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/19/2017,09/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/20/2017,09/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/21/2017,09/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/22/2017,09/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/23/2017,09/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/24/2017,09/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/25/2017,09/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/26/2017,09/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/27/2017,09/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/28/2017,09/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/29/2017,09/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,09/30/2017,09/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/01/2017,10/01/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/02/2017,10/02/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/03/2017,10/03/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/04/2017,10/04/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/05/2017,10/05/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/06/2017,10/06/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/07/2017,10/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/08/2017,10/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/09/2017,10/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/10/2017,10/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/11/2017,10/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/12/2017,10/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/13/2017,10/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/14/2017,10/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/15/2017,10/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/16/2017,10/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/17/2017,10/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/18/2017,10/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/19/2017,10/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/20/2017,10/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/21/2017,10/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/22/2017,10/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/23/2017,10/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/24/2017,10/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/25/2017,10/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/26/2017,10/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/27/2017,10/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/28/2017,10/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/29/2017,10/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/30/2017,10/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,10/31/2017,10/31/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/01/2017,11/01/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/02/2017,11/02/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/03/2017,11/03/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/04/2017,11/04/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/05/2017,11/05/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/06/2017,11/06/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/07/2017,11/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/08/2017,11/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/09/2017,11/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/10/2017,11/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/11/2017,11/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/12/2017,11/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/13/2017,11/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/14/2017,11/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/15/2017,11/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/16/2017,11/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/17/2017,11/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/18/2017,11/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/19/2017,11/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/20/2017,11/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/21/2017,11/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/22/2017,11/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/23/2017,11/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/24/2017,11/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/25/2017,11/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/26/2017,11/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/27/2017,11/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/28/2017,11/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/29/2017,11/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,11/30/2017,11/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/01/2017,12/01/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/02/2017,12/02/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/03/2017,12/03/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/04/2017,12/04/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/05/2017,12/05/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/06/2017,12/06/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/07/2017,12/07/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/08/2017,12/08/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/09/2017,12/09/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/10/2017,12/10/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/11/2017,12/11/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/12/2017,12/12/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/13/2017,12/13/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/14/2017,12/14/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/15/2017,12/15/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/16/2017,12/16/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/17/2017,12/17/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/18/2017,12/18/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/19/2017,12/19/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/20/2017,12/20/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/21/2017,12/21/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/22/2017,12/22/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/23/2017,12/23/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/24/2017,12/24/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/25/2017,12/25/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/26/2017,12/26/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/27/2017,12/27/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/28/2017,12/28/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/29/2017,12/29/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/30/2017,12/30/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,12/31/2017,12/31/2017,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/13/2018,01/13/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/14/2018,01/14/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/15/2018,01/15/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/16/2018,01/16/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/17/2018,01/17/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/18/2018,01/18/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/19/2018,01/19/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/20/2018,01/20/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/21/2018,01/21/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/22/2018,01/22/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/23/2018,01/23/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/24/2018,01/24/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/25/2018,01/25/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/26/2018,01/26/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/27/2018,01/27/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/28/2018,01/28/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/29/2018,01/29/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/30/2018,01/30/2018,20180101.000,02/07/2018 09:00:03,
Network Integration Transmission Service Offset Charge Summary,01/31/2018,01/31/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/13/2018,01/13/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/14/2018,01/14/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/15/2018,01/15/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/16/2018,01/16/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/17/2018,01/17/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/18/2018,01/18/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/19/2018,01/19/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/20/2018,01/20/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/21/2018,01/21/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/22/2018,01/22/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/23/2018,01/23/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/24/2018,01/24/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/25/2018,01/25/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/26/2018,01/26/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/27/2018,01/27/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/28/2018,01/28/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/29/2018,01/29/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/30/2018,01/30/2018,20180101.000,02/07/2018 09:00:03,
Non-Compliance Charge Summary,01/31/2018,01/31/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,12/01/2017,12/01/2017,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/01/2018,01/01/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/02/2018,01/02/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/03/2018,01/03/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/04/2018,01/04/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/05/2018,01/05/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/06/2018,01/06/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/07/2018,01/07/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/08/2018,01/08/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/09/2018,01/09/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/10/2018,01/10/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/11/2018,01/11/2018,20180101.000,02/07/2018 09:00:03,
Non-Firm Point-to-Point Merchant Transmission Service Resale Charges,01/12/2018,01/12/2018,20180101.000,02/07/2018 09:00:03,
